filename,category,text
doc_1053,rec.sport.baseball,"I have posted the logos of the NL East teams to alt.binaries.pictures.misc 
 Hopefully, I'll finish the series up next week with the NL West.

 Darren
"
doc_1054,talk.politics.mideast,"From: Center for Policy Research <cpr>
Subject: Assistance to Palest.people


U.N. General Assembly Resolution 46/201 of 20 December 1991

ASSISTANCE TO THE PALESTINIAN PEOPLE
---------------------------------------------
The General Assembly

Recalling its resolution 45/183 of 21 December 1990

Taking into account the intifadah of the Palestinian people in the
occupied Palestinian territory against the Israeli occupation,
including Israeli economic and social policies and practices,

Rejecting Israeli restrictions on external economic and social
assistance to the Palestinian people in the occupied Palestinian
territory,

Concerned about the economic losses of the Palestinian people as a
result of the Gulf crisis,

Aware of the increasing need to provide economic and social
assistance to the Palestinian people,

Affirming that the Palestinian people cannot develop their
national economy as long as the Israeli occupation persists,

1. Takes note of the report of the Secretary-General on assistance
to the Palestinian people;

2. Expresses its appreciation to the States, United Nations bodies
and intergovernmental and non-governmental organizations that have
provided assistance to the Palestinian people,

3. Requests the international community, the United Nations system
and intergovernmental and non-governmental organizations to
sustain and increase their assistance to the Palestinian people,
in close cooperation with the Palestine Liberation Organization
(PLO), taking in account the economic losses of the Palestinian
people as a result of the Gulf crisis;

4. Calls for treatment on a transit basis of Palestinian exports
and imports passing through neighbouring ports and points of exit
and entry;

5. Also calls for the granting of trade concessions and concrete
preferential measures for Palestinian exports on the basis of
Palestinian certificates of origin;

6. Further calls for the immediate lifting of Israeli restrictions
and obstacles hindering the implementation of assistance projects
by the United Nations Development Programme, other United Nations
bodies and others providing economic and social assistance to the
Palestinian people in the occupied Palestinian territory;

7. Reiterates its call for the implementation of development
projects in the occupied Palestinian territory, including the
projects mentioned in its resolution 39/223 of 18 December 1984;

8. Calls for facilitation of the establishment of Palestinian
development banks in the occupied Palestinian territory, with a
view to promoting investment, production, employment and income
therein;

9. Requests the Secretary-General to report to the General
The General Assembly at its 47th session, through the Economic and Social
Council, on the progress made in the implementation of the present
resolution.
-----------------------------------------------"
doc_1055,misc.forsale,"Olympus Stylus, 35mm, pocket sized, red-eye reduction, timer, fully automatic.
Time & date stamp, carrying case.  Smallest camera in its class.
Rated #2 in Consumer Reports.  Excellent condition and only 4 months old.
Worth $169.95.  Purchased for $130.  Selling for $100.  "
doc_1056,sci.crypt,"
If the BT phone system is anything to go by...me thinks this should be
approached with great caution.

Mark"
doc_1057,sci.space,"
A practical suggestion, to be sure, but one could *also* peek into
news.lists, where Brian Reid has posted ""USENET Readership report for
Mar 93."" Another posting called ""USENET READERSHIP SUMMARY REPORT FOR
MAR 93"" gives the methodology and caveats of Reid's survey.  (These
postings failed to appear for a while-- I wonder why?-- but they are
now back.)

Reid, alas, gives us no measure of the ""power/influence"" of readers...
Sorry, Mark.

I suspect Mark, dangling out there on Fidonet, may not get news.lists
so I've mailed him copies of these reports.

The bottom line?

        +-- Estimated total number of people who read the group, worldwide.
        |     +-- Actual number of readers in sampled population
        |     |     +-- Propagation: how many sites receive this group at all
        |     |     |      +-- Recent traffic (messages per month)
        |     |     |      |      +-- Recent traffic (kilobytes per month)
        |     |     |      |      |      +-- Crossposting percentage
        |     |     |      |      |      |    +-- Cost ratio: $US/month/rdr
        |     |     |      |      |      |    |      +-- Share: % of newsrders
        |     |     |      |      |      |    |      |   who read this group.
        V     V     V      V      V      V    V      V
  88  62000  1493   80%  1958  4283.9    19%  0.10   2.9%  sci.space 

The first figure indicates that sci.space ranks 88th among most-read
newsgroups.

I've been keeping track sporadically to watch the growth of traffic
and readership.  You might be entertained to see this.

Oct 91   55  71000  1387   84%   718  1865.2    21%  0.04   4.2%  sci.space
Mar 92   43  85000  1741   82%  1207  2727.2    13%  0.06   4.1%  sci.space
Jul 92   48  94000  1550   80%  1044  2448.3    12%  0.04   3.8%  sci.space
May 92   45  94000  2023   82%   834  1744.8    13%  0.04   4.1%  sci.space
(some kind of glitch in estimating number of readers happens here)
Sep 92   45  51000  1690   80%  1420  3541.2    16%  0.11   3.6%  sci.space 
Nov 92   78  47000  1372   81%  1220  2633.2    17%  0.08   2.8%  sci.space 
(revision in ranking groups happens here(?))
Mar 93   88  62000  1493   80%  1958  4283.9    19%  0.10   2.9%  sci.space 

Possibly old Usenet hands could give me some more background on how to
interpret these figures, glitches, or the history of Reid's reporting
effort.  Take it to e-mail-- it doesn't belong in sci.space."
doc_1058,sci.med,"


A.  Folks, do we have an FAQ on tinnitus yet?

B.  As a lo-o-o-ong time sufferer of tinnitus and as a neuroscientist
who has looked over the literature carefully I believe the following
are reasonable conclusions:

1. Millions of people suffer from chronic tinnitus.
2. The cause it not understood.
3. There is no accepted treatment that cures it.
4. Some experimental treatments may have helped some people a bit, but
there have be no reports--even anecdotal--of massive good results with
any of these experimental drugs.
5. Some people with chronic loud tinnitus use noise blocking to get to sleep.
6. Sudden onset loud tinnitus can be caused by injuries and sometimes
abates or goes away after a few months.
7. Aspirin is well known to exacerbate tinnitus in some people.
8. There is a national association of tinnitus sufferers in the US.
9. One usually gets used to it.  Especially when concentrating on
something else the tinnitus becomes unnoticed.
10.  Stress and lack of sleep make tinnitus more annoying, sometimes.
11.  I'm sure those of us who have it wish there was a cure, but there
is not."
doc_1059,comp.os.ms-windows.misc,"This probably is in a FAQ somewhere, but....

I'm looking for Microsoft's internal speaker sound driver for Windows.

Should be at Microsoft's FTP site, but I can't remember the name of the site..."
doc_1060,talk.politics.misc,"[purile babble deleted]

Well, some form of guaranteed health care isn't a bad idea, but,
yah, I'm a bit worried of a gubnint-run HMO myself.  I'd much
rather have something like Canada has [and I'll *belt* anyone
who tells me to move to Canada :)], but since people will yell
and scream ""NO!!! NOT ONE LIKE CANADA HAS!!!"", we're
probably all screwed.



Impressive.

Let the ""GREAT CHUCKMEISTER"" make a couple predictions, if you
will:

1.  The sun will rise tomorrow.
2.  Rush will bash Clinton on his next show.
3.  I will turn out to be Clinton's love child.

Chances are, I'll get at least one of those right, if I'm lucky.
I may even get two.



Can't argue with you there.  Once the gubnint has its hands in yer
pocket, they just can't help but feel around a bit....




Oh, no SH**?!  You mean, our weakened economy will collapse in
the face of all this gubnint tax-and-spending, and everyone will
be in the handout line?  You're a GENIUS!!




Deficit reduction.  Spending cuts via fee increases?



No, any first-year PoliSci major will tell you that the Prez
*never* raises taxes.  Congress does it.

All those who voted the Clinton ticket get to wear this *new*
label.....

+----------------+
+----------------+

Hook, line, and sinker!  *chuckle*

cpk
-- 
It's been 80 days.  Do you know where your wallet is?"
doc_1061,sci.crypt,"


No, he gives the keys to the FBI (who may then give them to the local police
on request) who then simply put some alagator clips on your phone junction
box and conduct an illegal tap. They then decrypt when they recover the tape.
Its just doing what the government does best: breaking the law."
doc_1062,rec.autos,"


	
	Yes.  But the point is that prices are competetive.  Saturn may
well be selling a car intended on giving the dealer a $2000 profit, but 
since a comperable Honda with $500 profit is more expensive, it may be well
worth it to buy the Saturn.





	Not necessarily.  It seems to me that Saturn salesdroids, who don't 
make a commision, whereas their counterparts at other dealerships generally
do, make more $$ per hour or whatever.  This means that Saturn doesn't give up
the profit to their employees through commision, which IS taken out of per-
car profits.  They just pass it along to less pressureing salesmen/women.


	Maybe.  Maybe not.  Depends on accounting practices.  I'd rather pay
more for dealer service that doesn't cut corners to contain costs...



$2/100
CKA
'87 (Carolina) Blue Honda Civic DX

"
doc_1063,alt.atheism,"



This is a very good point. I have already made the clear claim that
Khomeini advocates views which are in contradition with the Qur'an
and have given my arguments for this. This is something that can be
checked by anyone sufficiently interested. Khomeini, being dead,
really can't respond, but another poster who supports Khomeini has
responded with what is clearly obfuscationist sophistry. This should
be quite clear to atheists as they are less susceptible to religionist
modes of obfuscationism. 

So, to answer your question, the only way you can judge is by learning 
more about Islam, that is by reading the Qur'an and understanding it's 
basic principles. Once one has done this it is relatively easy to see 
who is following the principles of Islam and who is acting in a way at 
odds with Islam. Khomeini by attributing a superhuman status to twelve 
muslim historical leaders is at variance with one of basic principles 
of Islam, which is that no human being is metaphysically different than 
any other human being and in no sense any closer to God in metaphysical 
nature.
"
doc_1064,sci.crypt,"
Let's assume, for the moment, that the system really is secure unless
you get both halves of the encryption key from the two independent
escrow houses.  Let's say you even trust the escrow houses -- one is
the ACLU and the other is the EFF.  (And I'm not entirely joking about
those two names)

In that case the Prince of Wales has nothing to worry about on this
system.  Indeed, as pointed out, since the current systems, even the
current digital systems, are very easy to decode -- right now anybody
with an old TV can hear them -- for most people, this will be viewed
as an ""oh goody"" step upwards.

And look at how tolerant the public is.  They're willing to let the
neighbours with the radios hear right now.

It was suggested by one person that a *lot* of non-evidentiary wiretapping
is going on right now without warrants, because anybody can do it and it's
just an ECPA violation.  This would stop that.  All tapping would need
a warrant, or a breach of security at the escrow houses."
doc_1065,rec.sport.hockey,"

I think a compromise would work; namely honouring personages in 
Conference names, and using geographical references in the divisional 
names.  Although I still do not think the move will draw fans to the
game; IMO it's a cosmetic change that Bettman and the owners _hope_ 
will have an effect.  And it doesn't say much for the mentality of 
anybody it works on, either.  


Surprise, I agree totally.  The points system is fine, if everybody at all
times has played the same number of games.  Since this is almost never the
case, winning percentage is the way to go.  I don't particularly care if it 
is an ""American"" thing either, if it works.  

"
doc_1066,rec.autos,"I'm certainly no engineer and really have no scientific basis
on which to make this argument, but don't you answer your own
question?  Is the reflected signal ""shifted"" at all from the
act of being reflected?  If so, wouldn't it then be easy for
the detector to discriminate between reflections and direct
sources?
"
doc_1067,sci.space,"

Fred.

	Try reading a bit.  THe government does lots of multi year
contracts with Penalty for cancellation clauses.  They just like to be
damn sure they know what they are doing before they sign a multi year
contract.   THe reason they aren't cutting defense spending as much
as they would like is the Reagan administration signed enough
Multi year contracts,  that it's now cheaper to just finish them out.

Look at SSF.  THis years funding is 2.2 Billion,  1.8 of which will
cover penalty clauses, due to the re-design."
doc_1068,rec.sport.baseball,"




These people were very silly.  Any team that gets to the World Series
can win the World Series, and anybody who ever expects a sweep is
crazy.  If you put the best team in baseball in the Series against
the worst team in baseball, the worst team would win at least a game
most of the time and very well could win the Series, though the odds
would certainly be against them."
doc_1069,talk.politics.mideast,"
Does anyone have a reference to the claim that the Arabs in the
Moghrabi district were ""squatters""?  I haven't seen this in the books
I have read.  I haven't seen the opposite, either..."
doc_1070,rec.motorcycles,"Old Nick (the little devil!) wibbles:-
%
% Tsk, tsk, tsk.  Another newbie bites the dust, eh?  They'll learn.
%
   Newbie?  Eh?  Slap yer' credentials  on the table, Pete.  That'll  show
   him!

%
% I'm terribly sorry.
%
   And so you damned well should  be...  young whipper-snapper!  It's  wet
   kippers at ten paces if there's any repeat of this sort of thing!

   Now, in keeping with the  grand tradition of wreck.moto, let's  mutate!
   Take your partners by the hand...

   On Tuesday morning I spent a couple of hours (when I -should- have been
   working) with a  torch, brazing bits  of scrap metal  over the  biggest
   holes in  Yamadog's exhaust  pipes (s'mazin'  what you  can do  with  a
   couple of AA  cells and a  three-volt bulb!).   I stuck some  ""gun-gum""
   into the smaller holes and bunged the pipes back onto the bike.

   So, last night  I'm on the  way home  when lo' an'  bloody behold,  the
   sodding thing starts  blowing again.   I check  it out and  the gas  is
   escaping from around  the clamp holding  the number two  pipe into  the
   port.  As far as I can see (it being somewhat ""hole of Calcutta"" at the
   time!), the nuts are still there  (stop that bloody sniggering, you  at
   the back!), but the pipe is a bit loose.

   This morning  I go  out to  the bike  and pull  out the  socket-set  to
   tighten up me' nuts (somebody give that  spotty kid at the back a  good
   slap  round  the  back  of  the  head!),  and  lo'  an'  bloody  behold
   a-bloody-gen, I find that the outer skin of the pipe has separated from
   the inner sleeve right at the clamp-mating bevel.  So, I stuff in a bit
   of baked-beanz can and a bit more of Mr Holts' very best ""gun-gum""  and
   come to work (late again!) so that I  can ask of the oracle...  Will  a
   brazed joint hold that close to the exhaust port?  Anybody tried it?

   Oh, and if anybody can tell me  what the differences are between a  205
   and a  207  brazing  rod (made  by  ""Gaz""  [Yup!   the  camping  folks.
   Surprised the marmalade outa' me, too!] in that place just off the Isle
   of Wight) I'd be eternally  grateful (twenty-sodding-quid for two  rods
   and I don't even know what I'm buying.  Bloody kanji!).

-- 
   ------------------------------------------------------------------------
  | John Little  - gaijin@Japan.Sun.COM  - Sun Microsystems. Atsugi, Japan | "
doc_1071,misc.forsale,"Hello, this package is the right thing for you if you are 
planning a short vacation in central Florida. For $169, you get:

	--Four nights in first class hotels for two adults and up
to three children. Two nights each in Orlendo and Daytona Beach.
You will pay additional state tax of $3/day (required by law).

	--A great coupon book for major tourist atractions, 
restaurants, etc.

	--Fully transferable. It expires at 9/16/93. Can be extended
for a whole year for only $20 more.

	--you need to make reservation 45 days in advance otherwise
the availability of hotel is not ganranteed.

	--Price negotiable.

	The reason I am selling it is because I missed the deadline
of using it for last Chrismas.  "
doc_1072,sci.space,"Sterrenkundig symposium 'Compacte Objecten'
                                             op 26 april 1993


In het jaar 1643, zeven jaar na de oprichting van de
Universiteit van Utrecht, benoemde de universiteit haar
eerste sterrenkundige waarnemer. Hiermee ontstond de tweede
universiteitssterrenwacht ter wereld. Aert Jansz, de eerste
waarnemer, en zijn opvolgers voerden de Utrechtse sterrenkunde
in de daaropvolgende jaren, decennia en eeuwen naar de
voorhoede van het astronomisch onderzoek. Dit jaar is het 350
jaar geleden dat deze historische benoeming plaatsvond.

De huidige generatie Utrechtse sterrenkundigen en studenten
sterrenkunde, verenigd in het Sterrekundig Instituut Utrecht,
vieren de benoeming van hun 'oervader' middels een breed scala
aan feestelijke activiteiten. Zo is er voor scholieren een
planetenproject, programmeert de Studium Generale een aantal
voordrachten met een sterrenkundig thema en wordt op de Dies
Natalis aan een astronoom een eredoctoraat uitgereikt. Er
staat echter meer op stapel.

Studenten natuur- en sterrenkunde kunnen op 26 april aan een
sterrenkundesymposium deelnemen. De onderwerpen van het
symposium zijn opgebouwd rond een van de zwaartepunten van het
huidige Utrechtse onderzoek: het onderzoek aan de zogeheten
'compacte objecten', de eindstadia in de evolutie van sterren.
Bij de samenstelling van het programma is getracht de
deelnemer een zo aktueel en breed mogelijk beeld te geven van
de stand van zaken in het onderzoek aan deze eindstadia. In de
eerste, inleidende lezing zal dagvoorzitter prof. Lamers een
beknopt overzicht geven van de evolutie van zware sterren,
waarna de zeven overige sprekers in lezingen van telkens een
half uur nader op de specifieke evolutionaire eindprodukten
zullen ingaan. Na afloop van elke lezing is er gelegenheid tot
het stellen van vragen. Het dagprogramma staat afgedrukt op
een apart vel.
Het niveau van de lezingen is afgestemd op tweedejaars
studenten natuur- en sterrenkunde. OOK ANDERE BELANGSTELLENDEN
ZIJN VAN HARTE WELKOM!

Tijdens de lezing van prof. Kuijpers zullen, als alles goed
gaat, de veertien radioteleskopen van de Radiosterrenwacht
Westerbork worden ingezet om via een directe verbinding tussen
het heelal, Westerbork en Utrecht het zwakke radiosignaal van
een snel roterende kosmische vuurtoren, een zogeheten pulsar,
in de symposiumzaal door te geven en te audiovisualiseren.
Prof. Kuijpers zal de binnenkomende signalen (elkaar snel
opvolgende scherp gepiekte pulsen radiostraling) bespreken en
trachten te verklaren.
Het slagen van dit unieke experiment staat en valt met de
technische haalbaarheid ervan. De op te vangen signalen zijn
namelijk zo zwak, dat pas na een waarnemingsperiode van 10
miljoen jaar genoeg energie is opgevangen om een lamp van 30
Watt een seconde te laten branden! Tijdens het symposium zal
er niet zo lang gewacht hoeven te worden: de hedendaagse
technologie stelt ons in staat live het heelal te beluisteren.

Deelname aan het symposium kost f 4,- (exclusief lunch) en
f 16,- (inclusief lunch). Inschrijving geschiedt door het
verschuldigde bedrag over te maken op ABN-AMRO rekening
44.46.97.713 t.n.v. stichting 350 JUS. Het gironummer van de
ABN-AMRO bank Utrecht is 2900. Bij de inschrijving dient te
worden aangegeven of men lid is van de NNV. Na inschrijving
wordt de symposiummap toegestuurd. Bij inschrijving na
31 maart vervalt de mogelijkheid een lunch te reserveren.

Het symposium vindt plaats in Transitorium I,
Universiteit Utrecht.

Voor meer informatie over het symposium kan men terecht bij
Henrik Spoon, p/a S.R.O.N., Sorbonnelaan 2, 3584 CA Utrecht.
Tel.: 030-535722. E-mail: henriks@sron.ruu.nl.



******* DAGPROGRAMMA **************************************


 9:30   ONTVANGST MET KOFFIE & THEE

10:00   Opening
           Prof. dr. H.J.G.L.M. Lamers (Utrecht)

10:10   Dubbelster evolutie
           Prof. dr. H.J.G.L.M. Lamers

10:25   Radiopulsars
           Prof. dr. J.M.E. Kuijpers (Utrecht)

11:00   Pulsars in dubbelster systemen
           Prof. dr. F. Verbunt (Utrecht)

11:50   Massa & straal van neutronensterren
           Prof. dr. J. van Paradijs (Amsterdam)

12:25   Theorie van accretieschijven
           Drs. R.F. van Oss (Utrecht)

13:00   LUNCH

14:00   Hoe zien accretieschijven er werkelijk uit?
           Dr. R.G.M. Rutten (Amsterdam)

14:35   Snelle fluktuaties bij accretie op neutronensterren
        en zwarte gaten
           Dr. M. van der Klis (Amsterdam)

15:10   THEE & KOFFIE

15:30   Zwarte gaten: knippen en plakken met ruimte en tijd
           Prof. dr. V. Icke (leiden)

16:05   afsluiting

16:25   BORREL
"
doc_1073,rec.motorcycles,"Anyone around here read this yet?
Does Anita have a number?



Tony"
doc_1074,talk.religion.misc,"

Be warned, it is not my job to convert you.  That is the job of
the Holy Spirit.  And I, frankly, make a lousy one.  I am only
here to testify.  Your conversion is between you and God.  I am
""out of the loop"".  If you decide to follow Jesus, of which I
indeed would be estatic, then all the glory be to God.
"
doc_1075,soc.religion.christian,": I heard on the radio today about a Christian student conference where
: Christians were called to ""repent"" of America's ""national"" sins, such
: as sexual promiscuity.
: 
: To which I reply: ...whoa there!
: 
: How can I repent of _someone else's_ sin?   I can't.
: 
: And when I claim to ""repent"" of someone else's sin, am I not in fact
: _judging_ him?  Jesus equipped us to judge activities but warned us
: not to judge people. ""Judge not that ye be not judged.""
: 
: C. S. Lewis made the same point in an essay after World War II,
: when some Christian leaders in Britain were urging ""national repentance""
: for the horrors (sins???) of World War II.
: -- 

I see your point, but I cannot more strongly disagree.

To repent means to turn around.  We, as a nation, have behaved incredibly
arrogantly toward God condoning, encouraging, and even forcing folks to
participate in activity directly opposed to the written Word of God.  We
have arrogantly set our nation far above the God who created it and allowed
us the luxury of living in this land.  We have set a bad example for other
nations.  We've slaughtered unborn children by the millions.  We have
stricken the name of God from the classroom.  We've cheated God out of the
honor due Him at every turn, and we owe God an apology every bit as public
as our sins have been.

When Jesus said ""Judge not that ye be not judged"", he was not addressing
those like John the Baptist who had repented and were calling others to
repent.  He was addressing those who remained in sin while heaping down
condemnation on others for their sins.  His message to us all was to remove
the log from our own eye before removing the speck from our brother's.  But
He also said to rebuke and to reprove.  Don't forget that this is a command
too.

Our problem today is that we tend to judge and condemn as though we were
rebuking and we tend to neglect bringing folks back to the Lord with the
excuse that we don't want to judge anyone.

In truth, what we need to do is to judge less and call others to repent more
and to be able to distinguish between the two in our own motives.  Call sin
what it is and do so openly.  Let it's charge fall correctly where it should.
But instead of running someone into hell over it, pull them out of their
hellward path and onto the heavenward path.

--
-----------------------------------------------------------------------
	""I deplore the horrible crime of child murder...
	 We want prevention, not merely punishment.
	 We must reach the root of the evil...
	 It is practiced by those whose inmost souls revolt
	 from the dreadful deed...
	 No mater what the motive, love of ease,
		or a desire to save from suffering the unborn innocent,
		the woman is awfully guilty who commits the deed...
	 but oh! thrice guilty is he who drove her
		to the desperation which impelled her to the crime."""
doc_1076,sci.electronics,"If you're thinking of reactive polymers they're making ESD safe
contauiners out of it. As far as being conductive goes anything with
a resistance less than 10 to the fouthrth power ohms per cubic measure
is classed as conductive per MIL-STD-1686 for ESD protection. My $0.02
($0.016 US)."
doc_1077,sci.med,"My mother has been advised to have a bone scan performed?  What is this
procedure for, and is it painful?  She's been having leg and back pain
which her GP said was sciatica.  Her oncologist listened to her symptoms
and said that it didn't sound like sciatica, and she should get a bone
scan.  "
doc_1078,comp.sys.ibm.pc.hardware,"Hi,
	would someone please email (and post)
the AVI (Microsoft) file format.  I wish to
do some research using this format, as there
are disks available with video clips.  It is
interesting because it interleaves sound and
video.

Thank you


Mark Gregory Lecturer m.gregory@rmit.edu.au PH(03)6603243 FAX(03)6621060
Royal Melbourne Institute of Technology,
Department of Communication and Electronic Engineering,
P.O. Box 2476V, Melbourne, Victoria, 3001. AUSTRALIA."
doc_1079,sci.space,"
This activity is regularly reported in Ron's interesting posts. Could
someone explain what the Command Loss Timer is?

Thanks, Alan"
doc_1080,comp.sys.ibm.pc.hardware,"I recently decided to try using emm386.exe for a memory manager and when I
tried to print to my printer in lpt1 from word55 I wouldn't work.  It would
send the linefeeds for the top margin and then the printer READY light would
go off and stop working.  I disabled emm386.exe and the problem went away.
I would like to continue using emm386.exe if possible.  I would greatly    
appreciate any comments or suggestions!!  please send them to arthur@u.washingt,"
doc_1081,comp.sys.mac.hardware,"Dear Mac-friends,

I've seen the following problem om three Mac IIsi machines
all with 17 Mb RAM installed (70 or 80 ns SIMMs).

If the contents of a window are being calculated and updated
a lot of strange horizontal lines are temporarily generated
on the screen.  The lines translate to the top of the screen and
have a slightly lower brightness than their surroundings (they
are a few millimeters apart).
I admit that they are vague, but they can still be distinguished clearly,
especially if the environment (i.e. the rest of the room) is a bit dark.
Applications which produce this effect are:
- the previewer of DirectTeX 1.2 (i.e. DVIReader 1.2)
- Kaleidagraph 2.1.1/FPU

The machines use their built-in video and drive the old 
Apple Hires Monochrome screen (two monitors/cable sets tried).  
The effect is independent of the settings in the following control 
panels: Memory (adressing mode, disk cache) 
        and Monitors (nr of greys/colors).

Have you ever seen this effect too ?   Is there a solution ?

Thanks,
Fred"
doc_1082,talk.politics.guns,"

  I think the legal term would be ""negligent homicide""



  Well, it's nice to see someone with a brain, a general lack of paranoia, and
a willingness to put his thoughts in public.  I tend to agree with all you have
said.

  ""Never assume foul motives when stupidity will do."" -- Jim's Corrolary to 
						          Occam's Razor

semper fi,"
doc_1083,comp.os.ms-windows.misc,"Help!
I am working on a project that involves using text with foreign language
characters (in this case Norwegian). I have been manipulating the data
with Excell 4.0 and then exporting the data as comma seperated variable
files to an RS6000 workstation.  The Norwegian characters show up fine
under Windows, but appear as ""funny"" characters on the workstation.  The
workstation is setup for national language support and we have problem
entering the Norwegian characters from the workstation keyboard. 
On further investigation I found that the character codes used by
Windows are different (for these characters) than those specified by the
MSDOS code page.  The MSDOS codes seem to be the same as the
workstation.  What gives, and how can get around it.
Please reply by E-mail as I will be out of the office the next few days
and will not be reading the news.
Thanks.
"
doc_1084,rec.sport.baseball,"
"
doc_1085,soc.religion.christian,
doc_1086,sci.space,"
Sorry folks, I should have done this, and meant to just after i hit the 
send key...

Orbital Elements of Comet 1977VII (from Dance files)

p(au)          3.424346
e              0.151899
i              1.0988
cap_omega(0) 243.5652
W(0)         231.1607
epoch       1977.04110

Also, perihelions of Gehrels3 were:

April  1973     83 jupiter radii
August 1970     ~3 jupiter radii

Hope this helps...I'm even less of an orbital mechanic than I am an artist."
doc_1087,talk.politics.misc,"


We're having to associate with you against our will.  This is fascism! 

You don't have to associate with anyone against your will.  Go live in a
cave.  We won't miss you.

Drewcifer

"
doc_1088,rec.motorcycles,"
YOUR sex life, maybe...."
doc_1089,sci.electronics,"Does anyone know what processor the Atari 2600 used? What I'm looking for is th
e pin-outs for the Atari 2600.... the schematics for it it... does anyone have
any idea where I could find this or any related information? This is very impor
tant. Also, are the ROM chips that were used fo rthe 2600 games still available
, or were they propreitary? Please email me with any responces, as this is very
 important.. Thanks a million...

BTW- Anyone who works/has worked for Atari, I could really use your help with i
nfo on the old 2600, please email me if you are willing to help me.... thatnks
alot!!"
doc_1090,soc.religion.christian,"Mark Gregory Foster writes (concerning 1 Corinthians 16:2):

 > The idea was introduced to me once that the reason Paul wanted
 > the Corinthians to lay aside money for the collection on the
 > first day of the week was that this was when they received their
 > weekly wages.

But the ancient Romans did not observe a seven-day week.  Unless a
man was working for a Jewish employer, he is unlikely to have been
paid on the first day of a seven-day week. Nor would a Jewish
employer have kept his wages over the week-end (see Lev 19:13; Dt
24:15)."
doc_1091,talk.religion.misc,"For those missing the context of this thrilling discussion between
Jim and I, Jim wrote the following to me in e-mail after I pointed out
that he (Jim) had taken a quote out of context:

He directed a similar accusation of hypocrisy, again based on a lack of
response to an article by Robert Weiss, toward Stephen.

I pointed out that I did, in fact, agree that both Robert Weiss and
Jim Meritt took quotes out of context.  Hence, I find it difficult to
understand why Jim thinks I am a hypocrite.  Needless to say, I don't
have time to reply to *every* article on t.r.m. that takes a quote
out of context.  

I asked Jim the following:

Jim replied by saying 

But today we find four articles from Jim, one of which has the subject
""Silence is concurrence"":  


Which is, of course, a complete red herring.  Taking quotes out of
context isn't a crime.  I don't have time to read every article on
t.r.m., and I'm certainly under no obligation to reply to them all.

Does ""silence is concurrence"" imply that Jim thinks that because I
didn't respond to Weiss' articles I must condone Weiss' taking quotes
out of context?  Jim doesn't want to give a direct answer to this
question; read what he has written and decide for yourself.


But back to the context of my conversation with Jim.  Jim's next 
gambit was to claim that he was using inductive logic when he
concluded that I was being a hypocrite.  I challenged him to provide
the details of that logic that led him to an incorrect conclusion.
Today we find another obscure article (posting it twice didn't help
make it more clear, Jim), titled ""Inductive Logic"":


More red herrings.  Could Jim mean that he has read an uncountably large
number of my articles?  Could Jim mean that because I ""axed"" his articles,
but not Weiss' articles, he wants to conclude inductively ...
Well, I can't see where he is going with this.

But I can help him with his induction.  I've written roughly 80
articles since January.  The vast majority of them are discussions with
Frank DeCenso and other inerrantists, where I take the position that
they are making bad arguments.  Some are discussions with Jim Meritt
where I take the position that he is making bad arguments (a straw man
argument earlier, and taking quotes out of context more recently.)

Think hard about this Jim.  See the pattern?  Think harder.  Run it
through your induction engine and see what pops out.  "
doc_1092,comp.windows.x,"We are getting a memory fault and a core dump whenever we end a Motif
session under Ultrix 4.3, running on a DEC 5000/240. An examintion of the 
core file leads us to believe it's from getcons. Does anyone know what
this is all about?

marc
"
doc_1093,comp.graphics,"

Yup.

Most JPEG viewers seem to require specific video drivers since they support
only specific video cards. Some have the standard IBM BIOS video support for
the VGA 320x200 256 colour mode, but they leave out the other cards such as
the Hercules monochrome card (which by the way can give very good picture
quality if your dithering works right).

I can't remember the name of a JPEG viewer since I usually convert JPEG's to
GIF's before viewing them. But some require VESA driver for the video cards.
You don't need any special hardware to view JPEG's except perhaps for a VGA
card and maybe a 286+ processor. Most people these days program for 286+
computers and neglect the rest of the 86 processors (8086, 8088). I have a
8088 clone (a NEC V20 processor) and a Hercules card, I have had to write
some programs so that they will view GIF's and animations for the VGA and other
colour graphics boards on my monochrome Hercules card. I use Floyd-Steinberg
dithers and have found that if one does something neat with the colour palette
the resulting dithered image gives much greater detail than it normally would
when viewed on other monochrome systems. CompuShow 8.50 has FS dithering but
it does the standard thing with the image palette before dithering, my way
gives a brighter more detailed image.

Anyway, enough of my rambling in the wrong direction. The final point is, as
far as I know, you don't need extra hardware to view JPEG's other than the
VGA (and perhaps a 286 or better)

Have a day!"
